,amount,v1,v2,v3,v4,v5,v6,v7,time,class
2535,189.8,1.43,0.69,-1.93,-0.85,-0.76,0.65,0.8,102,0
2536,137.48,-4.26,-1.14,-2.86,-0.6,-0.64,0.53,1.35,196,0
2537,49.34,-0.31,1.02,2.0,0.97,-0.58,-1.15,1.54,7,0
2538,419.58,1.03,1.74,0.98,1.6,0.1,-2.5,1.47,95,0
2539,70.29,-1.17,-2.86,-0.2,0.34,-0.53,-1.93,-0.13,292,0
2540,141.71,0.06,-1.95,0.14,-0.83,0.39,0.1,1.07,157,0
2541,105.03,1.92,-2.2,-0.41,1.49,0.7,0.71,0.41,98,0
2542,5.27,0.18,-1.86,-1.53,-0.19,-0.05,-0.5,-0.23,136,0
2543,449.54,2.28,1.96,0.3,-0.96,-0.16,-0.89,-0.3,290,0
2544,238.72,-2.81,-2.23,1.73,0.75,-0.54,-2.81,-0.7,330,0
2545,389.15,-0.61,0.64,1.13,0.83,0.16,0.73,1.98,155,0
2546,500.85,1.47,2.21,-0.55,0.45,0.42,-2.52,-0.03,414,0
2547,277.39,-2.93,0.8,-1.34,1.98,0.35,-0.22,0.85,298,0
2548,28.03,0.1,-1.96,-0.21,0.44,-0.8,-1.1,0.07,222,0
2549,46.32,-1.34,0.67,0.91,-0.66,0.41,-2.78,0.71,5,0
2550,481.92,-2.15,-2.85,1.14,-0.06,-0.54,-0.02,-0.85,425,0
2551,50.67,-0.83,-0.13,1.73,-0.76,-0.06,0.2,0.74,332,0
2552,100.36,-3.83,-0.5,2.93,0.12,-0.01,-0.73,-0.46,362,0
2553,464.45,0.54,-1.83,-2.55,0.8,0.01,-1.57,-0.11,406,0
2554,38.99,1.44,-1.71,2.27,1.62,0.14,-2.46,-0.29,349,0
2555,240.74,-1.74,0.36,1.03,0.72,0.55,-0.95,-0.01,405,0
2556,51.47,0.43,-2.97,-0.95,1.77,-0.48,-2.75,0.28,106,0
2557,307.11,1.24,-0.96,-2.86,-0.22,0.75,-0.47,0.99,250,0
2558,137.45,-0.2,2.39,0.5,0.48,-0.69,-1.62,0.84,413,0
2559,93.9,1.43,2.58,1.92,0.1,0.9,-2.63,-0.61,457,0
2560,312.46,-3.47,-1.01,0.34,1.65,0.76,-1.21,0.22,10,0
2561,325.42,-4.16,1.71,-1.02,-0.34,0.03,-0.03,1.27,192,0
2562,112.42,2.52,1.92,-1.11,1.87,-0.48,-1.07,-0.54,98,0
2563,319.36,-0.94,2.49,0.71,0.53,0.03,-0.7,1.34,324,0
2564,338.51,1.88,-2.33,1.56,0.75,0.79,-2.45,0.48,84,0
2565,299.74,-0.68,-0.61,0.64,1.03,-0.62,-0.17,0.69,298,0
2566,442.86,0.21,0.27,-0.72,-0.37,-0.22,-1.39,0.64,280,0
2567,369.68,2.02,-0.13,0.88,-0.01,-0.63,-0.52,1.62,311,0
2568,341.73,2.54,-2.48,-0.47,1.94,-0.1,-0.66,0.41,111,0
2569,46.3,-4.42,-2.25,1.57,-0.38,-0.34,-2.08,0.91,461,0
2570,326.18,-2.34,2.89,-0.16,-0.3,0.31,-1.24,-0.97,302,0
2571,309.69,1.64,0.85,2.76,-0.72,-0.17,0.46,-0.31,232,0
2572,163.84,-4.82,2.58,0.75,0.76,-0.67,-1.37,1.78,448,0
2573,507.35,-3.76,2.23,0.78,0.04,0.53,0.44,1.76,21,0
2574,442.18,-0.07,-0.38,-2.21,-0.01,0.43,0.64,0.92,22,0
2575,394.8,-0.61,2.22,1.09,-0.75,0.42,-0.24,0.37,467,0
2576,283.78,-4.03,1.93,1.73,-0.37,-0.45,-2.93,0.69,8,0
2577,15.72,1.97,-0.05,-2.96,0.95,-0.57,0.1,-0.13,446,0
2578,266.71,-1.98,2.79,0.23,1.0,0.8,-0.2,-0.26,492,0
2579,198.68,-3.43,-1.87,0.79,-0.05,0.61,-0.83,1.18,319,0
2580,8.93,2.4,-2.43,-1.47,0.81,0.5,-1.5,-0.7,497,0
2581,239.61,-2.77,1.89,-2.6,1.69,-0.37,-0.56,1.96,54,0
2582,1.99,-3.63,1.13,2.4,-1.0,0.33,0.86,-0.7,182,0
2583,248.33,-3.77,0.58,1.47,1.99,0.54,-1.15,-0.86,375,0
2584,473.52,-2.34,0.78,2.4,-0.53,-0.97,-1.95,0.97,265,0
2585,180.6,0.72,-2.57,1.68,1.27,0.19,-2.55,1.52,422,0
2586,65.54,2.13,-0.98,-2.61,0.44,-0.26,-2.36,0.9,482,0
2587,181.33,-2.61,0.42,2.4,-0.92,-0.02,-1.6,0.24,328,0
2588,270.79,0.34,0.69,2.33,-0.37,0.87,-0.24,0.65,331,0
2589,177.05,2.23,0.91,1.72,0.43,0.22,0.35,2.0,474,0
2590,56.94,-2.61,2.87,-2.83,0.26,-0.02,-2.27,1.02,331,0
2591,311.46,-3.5,-2.66,-2.61,0.9,-0.23,-0.2,-0.84,442,0
2592,302.62,-1.68,-0.3,1.42,1.16,0.95,0.96,0.95,481,0
2593,473.81,-0.01,-1.62,-1.85,-0.85,-0.73,-2.4,-0.93,303,0
2594,339.0,-4.12,0.24,2.49,1.36,0.26,-1.96,0.09,230,0
2595,87.5,-4.66,0.16,1.22,-0.66,0.79,0.81,1.54,117,0
2596,287.37,1.63,-1.61,0.56,1.09,0.02,-2.23,0.64,27,0
2597,482.55,-2.46,1.54,-2.87,-0.77,-0.73,0.02,1.02,190,0
2598,406.14,0.21,-2.16,2.03,-0.42,0.98,-0.28,-0.41,180,0
2599,504.09,1.63,2.36,-1.91,0.38,0.89,-1.32,-0.24,350,0
2600,357.93,2.97,-2.28,-0.11,-0.54,-0.71,-1.11,1.21,153,0
2601,147.88,-4.19,-0.77,-0.37,1.93,-0.09,-0.33,-0.22,365,0
2602,400.45,-1.35,0.43,-2.71,1.03,0.07,-1.76,-0.86,48,0
2603,338.11,-4.58,0.72,0.74,1.13,0.6,0.33,0.8,324,0
2604,428.43,-0.62,-1.76,-0.57,0.69,-0.55,0.99,-0.98,420,0
2605,52.39,-0.92,1.47,-0.43,1.74,-0.62,-0.36,1.6,222,0
2606,97.81,-2.15,2.19,0.38,0.73,-0.05,-2.0,0.59,89,0
2607,270.72,1.73,-1.65,-0.49,0.57,-0.71,0.89,-0.61,96,0
2608,155.99,-4.77,-2.68,-1.77,1.16,0.02,-2.93,-0.61,301,0
2609,201.75,-0.57,0.62,-2.95,1.64,0.85,0.57,1.43,215,0
2610,386.19,2.88,2.76,1.62,-0.58,-0.79,-1.71,1.63,313,0
2611,488.18,0.01,-2.42,-0.58,1.0,0.37,0.06,1.58,110,0
2612,154.87,2.0,2.86,0.04,1.16,0.36,0.61,1.63,64,0
2613,388.58,-0.83,-0.56,-1.22,-0.8,-0.55,-1.24,-0.15,268,0
2614,178.18,-2.33,1.26,-1.71,1.55,0.2,0.15,1.59,2,0
2615,314.0,2.49,0.78,1.38,0.22,-0.8,0.66,0.79,293,0
2616,380.33,2.28,0.71,-2.09,0.86,-0.06,-0.64,1.27,197,0
2617,187.05,-0.71,-1.43,2.64,0.41,-0.47,-1.94,-0.61,127,0
2618,57.7,0.38,-1.75,-1.58,-0.58,0.77,-0.18,0.86,344,0
2619,401.4,-0.46,-0.85,1.58,1.56,0.13,-2.6,-0.41,270,0
2620,302.98,2.24,2.09,2.31,0.39,-0.21,-1.15,-0.64,481,0
2621,288.09,-4.15,2.53,-2.63,0.48,-0.15,-2.79,-0.68,35,0
2622,17.51,2.91,-0.3,1.0,0.91,0.85,0.68,0.23,379,0
2623,444.74,-3.1,2.75,1.33,-0.87,0.63,-1.32,0.86,456,0
2624,471.43,-3.2,-1.83,0.0,-0.67,-0.13,-1.33,-0.22,60,0
2625,164.31,-2.49,2.08,2.67,1.0,-0.75,0.14,0.96,246,0
2626,169.79,1.91,0.63,-0.62,1.83,-0.69,0.47,0.64,9,0
2627,391.73,-1.52,-0.12,2.52,0.75,-0.12,-1.42,1.1,19,0
2628,321.86,1.2,0.95,1.34,-0.07,0.24,-0.52,0.73,195,0
2629,504.92,-2.89,0.27,-2.61,0.5,0.86,-1.83,-0.65,186,0
2630,378.2,0.17,-0.24,2.52,1.41,-0.04,0.01,1.67,11,0
2631,295.31,-3.2,-1.37,-0.39,1.38,0.93,0.07,1.99,418,0
2632,51.67,-0.8,-2.12,-0.96,1.06,0.77,-0.46,-0.07,171,0
2633,14.9,1.94,-0.96,-1.23,0.76,-0.45,-2.28,0.11,116,0
2634,215.41,-0.73,-2.8,1.56,-0.72,0.32,-1.91,0.29,110,0
2635,285.66,1.1,2.86,2.42,-0.29,0.27,-1.18,1.49,165,0
2636,381.38,-2.83,1.69,-2.57,0.13,-0.01,-1.7,-0.1,333,0
2637,440.25,-2.61,-2.48,-0.38,-0.67,0.97,-1.47,-0.45,245,0
2638,290.95,0.29,-0.34,0.21,1.53,0.16,0.32,0.37,133,0
2639,119.24,2.31,1.3,-2.95,0.35,-0.12,-2.76,1.89,9,0
2640,137.47,-0.7,0.43,1.78,-0.07,-0.46,-0.21,0.95,288,0
2641,249.58,1.98,-2.08,-0.17,1.7,0.39,-2.13,1.91,8,0
2642,12.91,-3.53,1.62,-1.89,1.15,0.94,0.2,0.1,155,0
2643,88.8,0.9,-1.91,-2.08,1.91,-0.5,-1.27,0.84,374,0
2644,99.39,-0.71,-0.21,-2.03,0.34,-0.17,0.06,1.29,117,0
2645,276.76,-2.14,-0.6,-1.47,0.6,-0.04,-1.0,-0.47,189,0
2646,373.71,-4.38,-0.16,-0.39,-0.97,0.17,-2.7,0.45,209,0
2647,129.64,-1.26,-0.67,-1.88,-0.88,0.16,-0.34,1.39,467,0
2648,509.05,1.87,-0.14,-0.91,0.83,-0.35,-1.07,0.22,459,0
2649,216.32,-4.2,2.18,0.25,1.32,-0.98,-1.12,1.12,400,0
2650,243.54,-4.92,-2.29,2.25,-0.46,-0.85,-0.83,-0.29,23,0
2651,175.3,-3.23,-2.07,-0.41,-0.41,0.28,-0.33,-0.51,30,0
2652,38.94,-3.96,0.53,0.5,0.91,0.95,0.51,0.9,64,0
2653,105.8,-4.06,2.72,2.42,1.64,-0.95,-1.7,1.77,441,0
2654,122.61,0.97,-3.0,-2.0,1.57,0.35,-0.43,1.53,215,0
2655,313.69,-2.42,0.66,2.15,0.93,0.7,-2.64,1.35,84,0
2656,31.14,-2.38,-1.97,1.65,1.2,-0.37,0.15,1.87,469,0
2657,335.9,2.61,-1.69,1.3,-0.21,0.34,-0.26,0.89,385,0
2658,282.57,-3.49,-2.76,-2.44,-0.5,-0.57,-2.14,-0.07,346,0
2659,227.2,-3.33,1.52,-1.37,1.01,-0.96,0.91,1.6,8,0
2660,17.35,-2.14,1.77,1.77,0.98,-0.91,-2.81,1.59,423,0
2661,222.87,-2.56,0.94,-1.63,0.27,0.99,0.66,0.02,343,0
2662,265.46,-4.71,-2.42,-1.34,1.16,-0.15,-0.25,-0.45,19,0
2663,203.2,-0.64,-1.98,-0.89,0.25,0.36,0.49,1.22,128,0
2664,57.66,0.71,1.02,2.59,1.63,0.63,-2.59,1.11,245,0
2665,505.04,0.23,2.33,-1.29,1.43,-0.67,0.61,1.62,409,0
2666,498.37,0.08,0.51,2.11,1.38,-0.54,-1.93,0.32,150,0
2667,349.0,-3.13,-0.93,-0.9,1.9,-0.63,-1.74,1.05,400,0
2668,107.88,-0.88,0.27,-2.01,0.83,-0.97,-1.48,0.94,71,0
2669,47.36,2.43,0.4,-2.05,0.89,0.4,-0.64,1.18,56,0
2670,276.3,2.92,-2.7,0.65,-0.3,-0.76,0.08,-0.04,337,0
2671,97.14,2.02,2.74,2.89,1.81,0.59,0.07,-0.13,445,0
2672,171.65,2.17,2.36,1.5,0.4,0.55,-0.17,1.02,16,0
2673,310.21,0.57,-2.94,2.84,-0.4,0.94,-1.59,0.46,309,0
2674,151.35,-2.14,0.24,-0.62,-0.9,-0.51,-1.44,-0.45,316,0
2675,65.47,-2.9,2.22,0.43,1.88,-0.28,-0.88,0.3,177,0
2676,351.03,2.75,2.51,2.68,1.94,-0.97,-1.99,0.22,232,0
2677,106.35,-4.51,-0.17,0.49,1.02,-0.03,-2.05,0.36,236,0
2678,53.01,-4.92,0.83,-2.73,0.91,0.33,-1.72,0.71,443,0
2679,11.5,2.74,1.63,-0.62,-0.15,0.32,-2.86,-0.11,79,0
2680,365.08,2.85,-2.17,2.14,1.85,-0.26,-1.65,1.86,494,0
2681,276.51,2.5,2.92,-0.37,-0.14,0.67,-1.02,0.57,58,0
2682,180.95,1.12,2.08,-2.99,-0.02,0.68,-1.26,1.57,167,0
2683,108.06,-1.55,1.07,2.77,1.03,1.0,-0.94,-0.29,457,0
2684,403.28,0.01,-1.77,-1.48,0.34,-0.41,-1.27,1.35,234,0
2685,231.29,-4.65,-2.53,-0.51,-0.14,0.7,0.9,0.92,322,0
2686,238.06,1.64,2.96,1.15,1.97,-0.32,-2.7,-0.86,251,0
2687,505.67,0.27,-2.71,0.16,1.45,-0.18,-1.89,1.73,28,0
2688,151.91,-2.49,-1.17,0.54,-0.25,-0.11,0.05,0.08,58,0
2689,452.26,-1.52,1.04,1.79,0.76,-0.31,0.7,-0.01,213,0
2690,262.14,-0.24,-0.85,1.23,0.47,-0.24,0.22,0.69,481,0
2691,20.25,-4.58,1.39,-2.18,0.92,-0.02,-1.15,1.61,206,0
2692,504.84,-4.44,-0.44,0.84,0.38,-0.41,-0.53,1.35,365,0
2693,236.8,1.48,2.06,-2.83,0.6,0.26,-1.72,0.91,265,0
2694,505.61,0.65,-0.47,-0.14,-0.71,-0.12,-2.3,1.15,328,0
2695,200.71,-2.08,-1.4,-1.55,1.54,-0.53,-2.04,1.09,63,0
2696,47.17,-0.99,2.93,2.6,1.37,0.55,-2.0,-0.39,67,0
2697,445.4,-3.07,-1.89,-2.09,1.13,-0.56,-2.75,-0.58,384,0
2698,109.6,-1.86,-1.04,0.15,1.81,0.36,-2.45,0.31,324,0
2699,385.21,-4.13,-2.5,2.69,-0.57,-0.99,-2.25,1.63,439,0
2700,443.48,-0.45,-1.37,2.73,0.44,-0.04,0.4,0.87,222,0
2701,424.14,-2.87,1.98,2.12,1.77,-0.4,-2.12,0.73,102,0
2702,16.76,-4.59,0.96,1.86,-0.31,-0.92,0.72,0.38,47,0
2703,247.7,-3.42,-2.54,-1.57,1.63,0.81,-0.2,1.06,196,0
2704,294.0,1.75,-0.83,-2.2,0.85,-0.66,-3.0,0.71,330,0
2705,335.0,-0.56,1.24,1.72,-0.22,-0.72,-1.6,-0.36,310,0
2706,66.06,1.96,-2.79,1.77,-0.16,0.41,-0.44,1.67,118,0
2707,216.46,0.27,-0.06,-1.49,0.69,-0.59,-0.11,1.42,404,0
2708,131.03,0.0,-2.5,0.56,1.12,0.32,-0.68,1.81,241,0
2709,272.87,2.24,0.9,2.91,-0.29,-0.09,0.93,-0.92,463,0
2710,229.54,-1.27,0.4,0.62,0.34,-0.63,-2.8,0.44,424,0
2711,35.42,-0.09,2.19,-0.16,1.22,0.64,-2.75,-0.4,387,0
2712,160.38,-3.06,1.8,2.18,1.66,0.34,0.57,-0.69,290,0
2713,409.47,2.37,1.85,2.49,1.73,0.62,-2.05,1.35,172,0
2714,356.4,-1.5,-1.38,2.54,0.47,-0.29,0.31,1.03,54,0
2715,369.97,1.99,-1.12,0.94,1.6,0.43,-2.55,0.09,381,0
2716,444.89,-3.53,1.01,-0.06,0.15,-0.31,0.8,0.48,337,0
2717,23.27,0.55,-0.72,0.56,-0.0,0.49,-1.0,-0.48,239,0
2718,192.9,-2.8,2.2,-0.86,-0.17,-0.31,-2.02,1.09,480,0
2719,125.82,1.69,-0.49,-1.28,1.07,-0.98,-2.5,-0.07,398,0
2720,271.4,0.04,-2.12,0.1,0.28,0.77,0.25,-0.59,39,0
2721,17.0,-1.98,1.18,-2.09,-0.52,-0.12,-1.84,1.83,348,0
2722,320.58,2.88,1.42,2.28,0.79,0.3,-0.23,-0.56,163,0
2723,496.04,0.42,1.11,-1.43,0.9,-0.04,-1.01,-0.36,210,0
2724,142.49,-4.42,0.21,-0.81,0.95,-0.7,-2.28,0.89,341,0
2725,217.52,0.86,-1.56,-1.25,1.86,-0.89,-0.8,1.6,459,0
2726,156.5,-1.51,-2.21,0.73,-0.46,-0.1,-2.88,-0.46,436,0
2727,191.64,-2.83,-2.05,1.59,1.12,-0.93,-0.01,-0.17,191,0
2728,362.77,-2.5,-0.83,-2.78,1.44,0.03,0.41,0.2,202,0
2729,110.61,1.85,0.7,-0.46,0.16,-0.27,-0.28,1.35,233,0
2730,473.63,-1.31,-1.5,-0.07,1.08,0.98,-0.6,-0.29,328,0
2731,281.36,0.54,-2.55,1.71,-0.95,-0.09,0.92,1.78,213,0
2732,86.39,-3.13,1.3,-0.98,0.26,-0.73,0.4,0.21,332,0
2733,312.85,2.91,0.67,-0.42,2.0,-0.07,-0.36,-0.63,225,0
2734,215.16,-2.86,1.64,2.67,1.44,-1.0,0.16,-0.79,498,0
2735,30.53,1.68,-0.57,0.44,-0.72,0.84,-2.52,0.57,304,0
2736,459.39,-2.47,2.46,1.99,0.49,-0.34,-0.18,-0.18,464,0
2737,162.73,-3.55,0.87,-2.33,0.81,-0.98,-0.5,0.1,451,0
2738,489.21,1.68,1.19,0.25,-0.45,-0.41,0.58,-0.16,441,0
2739,475.37,-4.61,0.41,-1.55,-0.86,-0.52,-0.35,1.45,420,0
2740,243.7,-3.79,2.53,-2.08,-0.88,-0.32,0.96,0.01,332,0
2741,60.46,-1.17,2.79,-2.59,0.19,-0.31,-1.87,0.58,312,0
2742,80.53,0.22,-1.59,-1.69,0.48,0.65,-2.04,0.92,12,0
2743,374.04,-3.56,-2.76,2.78,0.88,-0.48,-2.77,0.52,496,0
2744,279.16,-2.9,2.51,-0.77,0.33,-0.47,0.19,1.63,24,0
2745,388.74,-3.09,1.09,1.08,1.58,-0.7,-2.72,0.36,341,0
2746,447.63,0.82,0.8,0.36,1.66,0.11,-2.76,-0.1,115,0
2747,83.02,2.32,2.77,0.11,0.9,0.78,-1.21,-0.08,408,0
2748,37.01,-4.35,2.0,-2.34,-0.29,0.6,-0.11,1.05,181,0
2749,216.9,-4.61,2.42,0.32,1.48,0.52,-0.97,-0.78,397,0
2750,146.77,-1.26,2.67,-0.72,1.62,0.56,-1.18,0.56,284,0
2751,153.45,-2.72,2.2,2.02,-0.82,0.61,0.12,0.23,325,0
2752,55.72,-0.54,-2.26,0.45,-0.01,0.2,-2.59,-0.13,491,0
2753,342.1,-3.62,-0.72,-1.88,-0.02,-0.29,0.95,0.52,272,0
2754,95.66,0.13,-2.69,1.93,1.23,-0.65,-0.3,1.21,471,0
2755,249.21,-4.13,-0.63,0.82,1.52,0.66,0.9,-0.69,218,0
2756,507.82,0.96,-2.67,1.88,0.1,-0.56,0.33,1.55,81,0
2757,153.33,2.38,2.0,-0.81,-0.57,-0.2,-1.29,0.26,126,0
2758,340.05,-1.66,-2.33,0.41,0.9,0.04,0.1,0.39,422,0
2759,275.91,-1.04,-1.17,2.54,-0.79,-0.76,-0.17,-0.32,27,0
2760,400.18,-3.34,-2.78,1.65,-0.36,-0.92,-2.25,1.81,375,0
2761,114.02,-3.19,-0.03,-2.57,0.04,0.08,-1.65,0.87,14,0
2762,47.5,0.75,-2.83,2.84,-0.19,-0.36,-1.58,0.61,62,0
2763,357.39,2.67,-1.98,2.61,1.39,-0.3,-0.77,1.4,377,0
2764,57.94,-4.83,2.75,-2.15,-0.74,-0.66,-2.04,1.36,54,0
2765,21.14,-3.68,1.52,-0.27,0.46,-0.28,0.75,-0.17,481,0
2766,286.59,-3.47,-1.48,0.59,-0.22,-0.35,-2.58,-0.02,76,0
2767,419.28,2.89,-2.42,-2.19,0.01,0.11,-2.26,0.8,155,0
2768,33.91,1.88,-0.27,-2.02,-0.78,0.88,-0.84,-0.11,19,0
2769,48.26,0.77,0.94,-1.58,-0.1,-0.98,-1.29,0.41,35,0
2770,464.81,-3.23,0.49,0.19,0.31,0.43,-0.84,-0.77,362,0
2771,437.63,-4.67,-0.6,1.45,-0.72,0.98,-2.05,0.64,19,0
2772,17.07,-1.51,-0.2,-0.35,1.6,0.08,0.14,1.93,346,0
2773,133.66,-1.95,-0.03,2.63,-0.71,0.04,0.83,-0.43,28,0
2774,258.37,-3.91,-0.83,0.2,0.94,0.01,-2.42,0.28,164,0
2775,129.5,1.64,2.46,-2.66,-0.04,0.14,-2.23,1.02,395,0
2776,348.61,-0.5,0.8,-0.99,-0.33,0.09,-2.66,0.32,15,0
2777,497.22,-3.8,1.85,-1.77,1.29,-0.46,-2.06,0.69,325,0
2778,333.22,-2.7,0.13,-0.95,-0.53,-0.51,0.45,-0.31,214,0
2779,259.82,0.4,1.05,-1.32,0.46,0.54,0.81,1.68,63,0
2780,78.22,1.55,0.31,0.4,-0.54,-0.84,0.19,1.35,194,0
2781,317.13,-2.77,2.1,0.38,0.64,0.52,-2.91,1.93,275,0
2782,278.41,-3.56,-0.57,-0.9,-0.69,-0.46,0.41,0.8,26,0
2783,46.97,0.71,1.3,-0.01,0.8,-0.14,-0.29,0.09,177,0
2784,152.72,1.79,-1.64,-2.05,1.68,0.98,0.16,0.67,193,0
2785,471.23,-3.71,-1.42,-1.68,1.33,0.3,-1.6,0.2,120,0
2786,423.0,-0.09,2.91,-2.31,1.81,0.93,-1.25,-0.96,421,0
2787,36.2,2.72,1.52,2.26,0.35,-0.4,-0.25,-0.9,397,0
2788,211.52,2.34,2.66,1.63,-0.84,0.16,-1.81,0.44,269,0
2789,275.0,-2.8,1.84,-1.87,0.44,0.11,0.28,-0.57,496,0
2790,286.7,2.17,2.3,1.62,1.84,-0.67,0.56,0.24,312,0
2791,90.61,2.29,1.58,-0.16,-0.86,0.51,-1.41,-0.72,438,0
2792,143.48,-4.05,1.02,0.65,1.73,0.87,-2.95,0.87,445,0
2793,3.31,1.15,-2.59,2.38,-0.07,-0.25,-2.48,0.23,145,0
2794,192.31,-0.14,-0.82,2.94,-0.27,0.89,0.57,-0.6,184,0
2795,66.24,-4.83,-2.23,2.49,-0.45,-0.36,-2.61,1.42,122,0
2796,294.82,0.97,1.27,-0.66,1.7,0.77,-0.22,1.03,267,0
2797,362.09,-4.1,-1.14,0.54,-0.61,-0.62,-0.99,-0.54,57,0
2798,161.8,-2.24,0.92,-1.82,-0.26,0.63,-0.3,1.92,98,0
2799,317.93,0.23,0.27,-1.35,1.91,0.1,-1.59,-0.01,481,0
2800,277.35,-1.86,1.52,-0.75,0.27,0.32,-1.79,1.75,330,0
2801,35.22,-0.22,0.35,1.86,1.9,0.39,0.09,-0.02,68,0
2802,79.0,1.12,0.67,-0.12,0.55,-0.56,-2.37,1.01,380,0
2803,397.52,-3.18,1.21,2.32,0.25,0.82,-1.65,0.17,250,0
2804,356.55,-0.36,2.07,-2.07,-0.45,-0.41,-1.85,0.17,381,0
2805,195.11,-4.83,0.67,-2.84,1.71,0.42,-2.58,-0.34,70,0
2806,501.17,0.49,0.3,-0.39,1.74,0.97,-0.08,1.86,332,0
2807,187.91,-2.39,-1.53,-1.54,1.83,0.33,-1.2,-0.99,50,0
2808,116.31,1.7,1.22,1.33,1.58,0.02,-1.34,1.12,280,0
2809,115.24,2.4,-1.64,-2.83,1.36,-0.05,0.47,-0.53,171,0
2810,227.66,-1.34,-0.57,1.19,0.41,-0.04,-1.8,-0.37,280,0
2811,220.73,-4.7,2.12,0.63,-0.03,-0.18,0.08,-0.57,274,0
2812,452.87,-4.05,1.69,2.25,1.53,0.43,-1.64,0.39,312,0
2813,396.25,1.26,-2.2,-0.86,-0.63,-0.78,-2.8,1.93,475,0
2814,72.98,-4.79,-2.65,1.22,0.11,-0.53,-1.24,1.64,297,0
2815,210.42,-4.04,1.65,2.53,0.33,-0.29,-1.24,0.2,54,0
2816,63.2,-0.39,-2.64,2.39,-0.23,0.09,-0.28,1.25,462,0
2817,508.84,2.1,1.75,1.59,1.96,0.62,-1.5,1.36,217,0
2818,138.5,0.92,2.17,-0.4,0.52,0.98,-0.82,1.75,372,0
2819,104.43,1.19,1.91,-1.01,1.89,0.93,0.04,0.39,91,0
2820,49.29,-1.55,-2.13,1.98,-0.73,-0.28,-1.52,0.16,356,0
2821,416.58,-2.59,-2.09,2.42,1.63,-0.44,-0.81,1.27,28,0
2822,278.93,2.66,2.58,0.8,0.72,0.67,0.52,1.48,415,0
2823,212.32,-2.04,-0.37,-2.34,0.23,0.22,-0.14,-0.53,2,0
2824,59.49,1.04,2.24,2.82,-0.48,0.74,-1.59,-0.51,455,0
2825,348.44,0.86,2.69,-0.17,0.36,0.44,-1.05,-0.37,369,0
2826,133.83,0.06,2.41,-1.27,-0.27,-0.04,-2.95,1.7,424,0
2827,238.73,-3.75,0.82,2.09,0.96,-0.21,0.48,1.8,117,0
2828,361.39,-3.62,-1.4,-1.95,1.63,-0.94,-0.08,0.26,10,0
2829,299.98,-4.95,-0.56,2.19,0.03,-0.58,-2.61,-0.23,277,0
2830,99.49,-0.42,-1.67,2.46,-0.68,0.58,-1.79,1.3,433,0
2831,326.78,-4.01,-2.62,-1.62,-0.24,-0.16,-1.03,1.79,485,0
2832,439.32,-3.26,1.8,-1.33,-0.77,0.75,-1.92,-0.77,54,0
2833,126.5,0.13,-2.97,-1.07,-0.58,-0.47,0.39,1.38,472,0
2834,468.17,-3.95,0.23,2.18,0.35,-0.67,0.69,-0.98,281,0
2835,204.68,-3.84,0.56,0.28,0.61,-0.58,0.89,1.82,241,0
2836,418.6,2.35,0.26,0.74,-0.9,0.32,-2.47,1.92,278,0
2837,395.51,-3.29,-0.97,-2.61,-0.96,0.44,0.02,0.31,456,0
2838,319.97,-1.07,2.81,-2.12,1.76,0.74,0.47,0.08,262,0
2839,337.61,0.46,-1.85,1.73,1.52,0.02,-0.6,-0.71,295,0
2840,54.18,-0.26,1.97,2.24,0.59,-0.04,0.33,0.34,181,0
2841,400.42,-4.83,0.85,-0.72,-0.22,-0.17,-0.07,-0.15,106,0
2842,254.63,-2.78,-0.25,-1.64,-0.69,-0.75,0.62,-0.57,280,0
2843,67.15,2.03,-0.97,-2.66,1.81,-0.33,-1.5,-0.15,175,0
2844,475.71,-0.01,-2.59,1.8,0.65,-0.99,-1.21,-0.27,304,0
2845,254.14,-0.49,2.09,-2.21,1.18,0.77,-1.2,1.34,186,0
2846,206.58,0.52,0.99,1.15,1.36,-0.57,-2.51,1.96,302,0
2847,438.53,1.42,0.77,-1.49,0.29,-0.05,-0.67,-0.68,459,0
2848,199.97,-3.1,2.57,-0.27,1.51,0.19,-1.09,0.13,148,0
2849,490.71,0.26,-0.09,-0.05,1.94,-0.33,-0.44,1.66,168,0
2850,146.62,-4.74,0.47,-2.84,-0.05,0.27,0.01,-0.11,280,0
2851,511.65,-0.04,-2.59,-1.43,-0.87,-0.54,-2.36,1.74,455,0
2852,144.62,0.96,1.82,2.95,-0.08,0.97,-1.55,0.35,352,0
2853,1.98,2.05,0.84,-2.23,1.72,0.22,-0.96,0.88,163,0
2854,298.53,-0.73,-1.27,-1.4,1.59,-0.63,-1.67,1.26,454,0
2855,490.46,-2.8,-0.23,1.74,1.86,-0.46,-0.28,1.88,112,0
2856,419.29,-1.58,0.38,-2.25,0.56,-0.52,-2.3,1.11,401,0
2857,411.93,1.81,0.88,2.65,1.14,0.5,-2.26,0.88,158,0
2858,29.12,-3.29,2.48,-0.43,1.73,-0.74,-1.39,1.31,333,0
2859,441.51,2.26,1.51,1.53,-0.18,-0.08,-2.07,0.11,31,0
2860,26.86,-1.44,2.43,-1.24,1.76,-0.66,-2.38,1.2,251,0
2861,499.52,-4.02,0.54,-1.25,1.35,0.05,-1.35,-0.93,437,0
2862,431.53,-2.34,-0.22,-1.48,-0.4,0.26,-0.61,1.14,300,0
